"任务ID","任务定义ID","任务名称","任务日期","任务开始时间","任务时长","进/出港","到达航班ID","到达航班预达时间","到达航班计划到达时间","出发航班ID","出发航班预离时间","出发航班计划预离时间","到达航班号","出发航班号","航班类型","任务资质要求","航站楼","区域","机位","其他位置信息","任务是否允许双机","任务是否必须派工","任务是否为难保障任务","关联任务ID","员工编号","车牌号"
"8a69df6f9a4879a7019aa16925be22ac","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 23:15:00",30,"进","8a69eb009a363b11019aa09d49af2719",,"2025-11-21 23:15:00",,,,"CZ8953",,"航后","","T1",,"14",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16925be22ad","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 23:15:00",30,"进","8a69eb009a363b11019aa09d49af2719",,"2025-11-21 23:15:00",,,,"CZ8953",,"航后","","T1",,"14",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16925bf22ae","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 23:15:00",30,"进","8a69eb009a363b11019aa09d49af2719",,"2025-11-21 23:15:00",,,,"CZ8953",,"航后","","T1",,"14",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4ca72e22","f705b79efe7c49b39c7c6c3bcfda88b1","进港押运","2025-11-21","2025-11-21 23:45:00",20,"进","8a69eb009a363b11019aa09d49af2719",,"2025-11-21 23:15:00",,,,"CZ8953",,"航后","押运","T1",,"14",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16925d12338","f5a820eb79fc401fbaee9ef53d05fe5e","出港装机","2025-11-21","2025-11-21 07:15:00",30,"出",,,,"8a69eb009a363b11019aa09d49af271a","2025-11-21 08:15:00","2025-11-21 08:15:00",,"CZ8780","始发","","T1",,"83",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16925d12339","f5a820eb79fc401fbaee9ef53d05fe5e","出港装机","2025-11-21","2025-11-21 07:15:00",30,"出",,,,"8a69eb009a363b11019aa09d49af271a","2025-11-21 08:15:00","2025-11-21 08:15:00",,"CZ8780","始发","","T1",,"83",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16925d1233a","f5a820eb79fc401fbaee9ef53d05fe5e","出港装机","2025-11-21","2025-11-21 07:15:00",30,"出",,,,"8a69eb009a363b11019aa09d49af271a","2025-11-21 08:15:00","2025-11-21 08:15:00",,"CZ8780","始发","","T1",,"83",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16925d12335","3f5c6620955c46f894f986e7b539b08f","出港押运","2025-11-21","2025-11-21 07:45:00",15,"出",,,,"8a69eb009a363b11019aa09d49af271a","2025-11-21 08:15:00","2025-11-21 08:15:00",,"CZ8780","始发","押运","T1",,"83",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cde2fae","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 13:30:00",20,"出","8a69eb009a363b11019aa09d49af270b","2025-11-21 13:42:00","2025-11-21 13:50:00","8a69eb009a363b11019aa09d49af271b","2025-11-21 15:00:00","2025-11-21 15:00:00","SC2207","SC2208","短过站","押运","T1",,"17",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923c9149c","3381f4dd966c4e61958a43ca879ff682","进港卸机","2025-11-21","2025-11-21 12:57:00",36,"进","8a69eb009a363b11019aa09d49af271c","2025-11-21 12:57:00","2025-11-21 13:10:00","8a69eb009a363b11019aa09d49ae266b","2025-11-21 14:00:00","2025-11-21 14:00:00","MU5662","MU5600","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923c9149d","3381f4dd966c4e61958a43ca879ff682","进港卸机","2025-11-21","2025-11-21 12:57:00",36,"进","8a69eb009a363b11019aa09d49af271c","2025-11-21 12:57:00","2025-11-21 13:10:00","8a69eb009a363b11019aa09d49ae266b","2025-11-21 14:00:00","2025-11-21 14:00:00","MU5662","MU5600","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923c9149e","3381f4dd966c4e61958a43ca879ff682","进港卸机","2025-11-21","2025-11-21 12:57:00",36,"进","8a69eb009a363b11019aa09d49af271c","2025-11-21 12:57:00","2025-11-21 13:10:00","8a69eb009a363b11019aa09d49ae266b","2025-11-21 14:00:00","2025-11-21 14:00:00","MU5662","MU5600","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923c9149f","f695b9773b1a4f49b300f96736f30f74","进港卸机","2025-11-21","2025-11-21 12:57:00",36,"进","8a69eb009a363b11019aa09d49af271c","2025-11-21 12:57:00","2025-11-21 13:10:00","8a69eb009a363b11019aa09d49ae266b","2025-11-21 14:00:00","2025-11-21 14:00:00","MU5662","MU5600","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923c914a0","f695b9773b1a4f49b300f96736f30f74","进港卸机","2025-11-21","2025-11-21 12:57:00",36,"进","8a69eb009a363b11019aa09d49af271c","2025-11-21 12:57:00","2025-11-21 13:10:00","8a69eb009a363b11019aa09d49ae266b","2025-11-21 14:00:00","2025-11-21 14:00:00","MU5662","MU5600","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923c914a1","f695b9773b1a4f49b300f96736f30f74","进港卸机","2025-11-21","2025-11-21 12:57:00",36,"进","8a69eb009a363b11019aa09d49af271c","2025-11-21 12:57:00","2025-11-21 13:10:00","8a69eb009a363b11019aa09d49ae266b","2025-11-21 14:00:00","2025-11-21 14:00:00","MU5662","MU5600","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cde2fb1","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 15:25:00",20,"出","8a69eb009a363b11019aa09d49af2723","2025-11-21 15:28:00","2025-11-21 15:55:00","8a69eb009a363b11019aa09d49af271f","2025-11-21 16:55:00","2025-11-21 16:55:00","GS7481","GS7482","短过站","押运","T1",,"4",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cdf2fb4","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 15:50:00",20,"出","8a69eb009a363b11019aa09d49af2705","2025-11-21 16:06:00","2025-11-21 16:15:00","8a69eb009a363b11019aa09d49af2722","2025-11-21 17:20:00","2025-11-21 17:20:00","CZ3877","CZ3878","短过站","押运","T1",,"3",,"Y","Y","N",,,
"8a69ec969a4879bc019aa5347a884b13","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 15:28:00",36,"进","8a69eb009a363b11019aa09d49af2723","2025-11-21 15:28:00","2025-11-21 15:55:00","8a69eb009a363b11019aa09d49af271f","2025-11-21 16:55:00","2025-11-21 16:55:00","GS7481","GS7482","短过站","","T1",,"4",,"Y","Y","N",,,
"8a69ec969a4879bc019aa5347a884b14","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 15:28:00",36,"进","8a69eb009a363b11019aa09d49af2723","2025-11-21 15:28:00","2025-11-21 15:55:00","8a69eb009a363b11019aa09d49af271f","2025-11-21 16:55:00","2025-11-21 16:55:00","GS7481","GS7482","短过站","","T1",,"4",,"Y","Y","N",,,
"8a69ec969a4879bc019aa5347a884b15","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 15:28:00",36,"进","8a69eb009a363b11019aa09d49af2723","2025-11-21 15:28:00","2025-11-21 15:55:00","8a69eb009a363b11019aa09d49af271f","2025-11-21 16:55:00","2025-11-21 16:55:00","GS7481","GS7482","短过站","","T1",,"4",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cdf2fb7","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 19:40:00",20,"出","8a69eb009a363b11019aa09d49ae269d",,"2025-11-21 20:10:00","8a69eb009a363b11019aa09d49af2726","2025-11-21 21:10:00","2025-11-21 21:10:00","GY7185","GY7108","短过站","押运","T1",,"15",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923f115c7","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 18:41:00",36,"进","8a69eb009a363b11019aa09d49af2727","2025-11-21 18:41:00","2025-11-21 18:55:00","8a69eb009a363b11019aa09d49af2710","2025-11-21 19:55:00","2025-11-21 19:55:00","HU7295","HU7296","短过站","","T1",,"16",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923f215c8","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 18:41:00",36,"进","8a69eb009a363b11019aa09d49af2727","2025-11-21 18:41:00","2025-11-21 18:55:00","8a69eb009a363b11019aa09d49af2710","2025-11-21 19:55:00","2025-11-21 19:55:00","HU7295","HU7296","短过站","","T1",,"16",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923f215c9","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 18:41:00",36,"进","8a69eb009a363b11019aa09d49af2727","2025-11-21 18:41:00","2025-11-21 18:55:00","8a69eb009a363b11019aa09d49af2710","2025-11-21 19:55:00","2025-11-21 19:55:00","HU7295","HU7296","短过站","","T1",,"16",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169240a167b","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 21:40:00",36,"进","8a69eb009a363b11019aa09d49af2728",,"2025-11-21 21:40:00","8a69eb009a363b11019aa09d49af26d1","2025-11-21 22:30:00","2025-11-21 22:30:00","JD5618","JD5618","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169240a167c","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 21:40:00",36,"进","8a69eb009a363b11019aa09d49af2728",,"2025-11-21 21:40:00","8a69eb009a363b11019aa09d49af26d1","2025-11-21 22:30:00","2025-11-21 22:30:00","JD5618","JD5618","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169240a167d","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 21:40:00",36,"进","8a69eb009a363b11019aa09d49af2728",,"2025-11-21 21:40:00","8a69eb009a363b11019aa09d49af26d1","2025-11-21 22:30:00","2025-11-21 22:30:00","JD5618","JD5618","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924241737","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 12:49:00",36,"进","8a69eb009a363b11019aa09d49af2729","2025-11-21 12:49:00","2025-11-21 12:40:00","8a69eb009a363b11019aa09d49ae2685","2025-11-21 13:30:00","2025-11-21 13:30:00","HU7623","HU7624","短过站","","T1",,"11",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924241738","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 12:49:00",36,"进","8a69eb009a363b11019aa09d49af2729","2025-11-21 12:49:00","2025-11-21 12:40:00","8a69eb009a363b11019aa09d49ae2685","2025-11-21 13:30:00","2025-11-21 13:30:00","HU7623","HU7624","短过站","","T1",,"11",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924241739","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 12:49:00",36,"进","8a69eb009a363b11019aa09d49af2729","2025-11-21 12:49:00","2025-11-21 12:40:00","8a69eb009a363b11019aa09d49ae2685","2025-11-21 13:30:00","2025-11-21 13:30:00","HU7623","HU7624","短过站","","T1",,"11",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cdf2fba","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 07:50:00",20,"出","8a69eb009a363b11019aa09d49b02732","2025-11-21 08:22:00","2025-11-21 08:30:00","8a69eb009a363b11019aa09d49b0272c","2025-11-21 09:20:00","2025-11-21 09:20:00","FM9265","FM9266","短过站","押运","T1",,"8",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16925eb23fa","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 20:55:00",30,"进","8a69eb009a363b11019aa09d49b0272d",,"2025-11-21 20:55:00",,,,"CA1807",,"航后","","T1",,"4",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16925eb23fb","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 20:55:00",30,"进","8a69eb009a363b11019aa09d49b0272d",,"2025-11-21 20:55:00",,,,"CA1807",,"航后","","T1",,"4",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16925eb23fc","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 20:55:00",30,"进","8a69eb009a363b11019aa09d49b0272d",,"2025-11-21 20:55:00",,,,"CA1807",,"航后","","T1",,"4",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4ca92e2c","f705b79efe7c49b39c7c6c3bcfda88b1","进港押运","2025-11-21","2025-11-21 21:25:00",20,"进","8a69eb009a363b11019aa09d49b0272d",,"2025-11-21 20:55:00",,,,"CA1807",,"航后","押运","T1",,"4",,"Y","Y","N",,,
"8a69ec969a4879bc019aa4ec4f8930b7","822e7f3b408046b4a17632c30823c585","进港卸机","2025-11-21","2025-11-21 16:17:00",30,"进","8a69eb009a363b11019aa09d49b0272e","2025-11-21 16:17:00","2025-11-21 16:40:00","8a69eb009a363b11019aa09d49af26fb","2025-11-21 18:05:00","2025-11-21 18:05:00","SC2203","SC2204","长过站","","T1",,"16",,"Y","Y","N",,,
"8a69ec969a4879bc019aa4ec4f8930b8","822e7f3b408046b4a17632c30823c585","进港卸机","2025-11-21","2025-11-21 16:17:00",30,"进","8a69eb009a363b11019aa09d49b0272e","2025-11-21 16:17:00","2025-11-21 16:40:00","8a69eb009a363b11019aa09d49af26fb","2025-11-21 18:05:00","2025-11-21 18:05:00","SC2203","SC2204","长过站","","T1",,"16",,"Y","Y","N",,,
"8a69ec969a4879bc019aa4ec4f8930b9","822e7f3b408046b4a17632c30823c585","进港卸机","2025-11-21","2025-11-21 16:17:00",30,"进","8a69eb009a363b11019aa09d49b0272e","2025-11-21 16:17:00","2025-11-21 16:40:00","8a69eb009a363b11019aa09d49af26fb","2025-11-21 18:05:00","2025-11-21 18:05:00","SC2203","SC2204","长过站","","T1",,"16",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924631906","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 16:37:00",36,"进","8a69eb009a363b11019aa09d49b0272f","2025-11-21 16:37:00","2025-11-21 16:30:00","8a69eb009a363b11019aa09d49af26fc","2025-11-21 17:30:00","2025-11-21 17:30:00","CZ6917","CZ6918","短过站","","T1",,"6",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924631907","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 16:37:00",36,"进","8a69eb009a363b11019aa09d49b0272f","2025-11-21 16:37:00","2025-11-21 16:30:00","8a69eb009a363b11019aa09d49af26fc","2025-11-21 17:30:00","2025-11-21 17:30:00","CZ6917","CZ6918","短过站","","T1",,"6",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924631908","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 16:37:00",36,"进","8a69eb009a363b11019aa09d49b0272f","2025-11-21 16:37:00","2025-11-21 16:30:00","8a69eb009a363b11019aa09d49af26fc","2025-11-21 17:30:00","2025-11-21 17:30:00","CZ6917","CZ6918","短过站","","T1",,"6",,"Y","Y","N",,,
"8a69c2fb9a4879b0019aa36cdfea78e3","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 08:22:00",36,"进","8a69eb009a363b11019aa09d49b02732","2025-11-21 08:22:00","2025-11-21 08:30:00","8a69eb009a363b11019aa09d49b0272c","2025-11-21 09:20:00","2025-11-21 09:20:00","FM9265","FM9266","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69c2fb9a4879b0019aa36cdfeb78e4","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 08:22:00",36,"进","8a69eb009a363b11019aa09d49b02732","2025-11-21 08:22:00","2025-11-21 08:30:00","8a69eb009a363b11019aa09d49b0272c","2025-11-21 09:20:00","2025-11-21 09:20:00","FM9265","FM9266","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69c2fb9a4879b0019aa36cdfeb78e5","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 08:22:00",36,"进","8a69eb009a363b11019aa09d49b02732","2025-11-21 08:22:00","2025-11-21 08:30:00","8a69eb009a363b11019aa09d49b0272c","2025-11-21 09:20:00","2025-11-21 09:20:00","FM9265","FM9266","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa1692476198e","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 08:22:00",36,"进","8a69eb009a363b11019aa09d49b02732","2025-11-21 08:22:00","2025-11-21 08:30:00","8a69eb009a363b11019aa09d49b0272c","2025-11-21 09:20:00","2025-11-21 09:20:00","FM9265","FM9266","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa1692476198f","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 08:22:00",36,"进","8a69eb009a363b11019aa09d49b02732","2025-11-21 08:22:00","2025-11-21 08:30:00","8a69eb009a363b11019aa09d49b0272c","2025-11-21 09:20:00","2025-11-21 09:20:00","FM9265","FM9266","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924761990","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 08:22:00",36,"进","8a69eb009a363b11019aa09d49b02732","2025-11-21 08:22:00","2025-11-21 08:30:00","8a69eb009a363b11019aa09d49b0272c","2025-11-21 09:20:00","2025-11-21 09:20:00","FM9265","FM9266","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169248f1a44","822e7f3b408046b4a17632c30823c585","进港卸机","2025-11-21","2025-11-21 14:59:00",30,"进","8a69eb009a363b11019aa09d49b02733","2025-11-21 14:59:00","2025-11-21 15:05:00","8a69eb009a363b11019aa09d49ae2680","2025-11-21 20:00:00","2025-11-21 20:00:00","MU2137","MU5506","长过站","","T1",,"28",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169248f1a45","822e7f3b408046b4a17632c30823c585","进港卸机","2025-11-21","2025-11-21 14:59:00",30,"进","8a69eb009a363b11019aa09d49b02733","2025-11-21 14:59:00","2025-11-21 15:05:00","8a69eb009a363b11019aa09d49ae2680","2025-11-21 20:00:00","2025-11-21 20:00:00","MU2137","MU5506","长过站","","T1",,"28",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169248f1a46","822e7f3b408046b4a17632c30823c585","进港卸机","2025-11-21","2025-11-21 14:59:00",30,"进","8a69eb009a363b11019aa09d49b02733","2025-11-21 14:59:00","2025-11-21 15:05:00","8a69eb009a363b11019aa09d49ae2680","2025-11-21 20:00:00","2025-11-21 20:00:00","MU2137","MU5506","长过站","","T1",,"28",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4ce02fbd","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-22","2025-11-21 22:40:00",20,"出","8a69eb009a363b11019aa09d49ad2640",,"2025-11-21 22:55:00","8a69eb009a363b11019aa0a50d102735","2025-11-22 00:10:00","2025-11-22 00:10:00","K6593","K6593","短过站","押运",,,"41",,"Y","Y","N",,,
"8a69ec969a4879bc019aa595ee0d6c32","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 20:45:00",36,"进","8a69eb009a363b11019aa0a8ee8e2737","2025-11-21 20:45:00","2025-11-21 19:45:00","8a69eb009a363b11019aa09d49ad2643","2025-11-21 21:45:00","2025-11-21 21:45:00","2Y7012","2Y7011","短过站","",,,"104",,"Y","Y","N",,,
"8a69ec969a4879bc019aa595ee0d6c33","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 20:45:00",36,"进","8a69eb009a363b11019aa0a8ee8e2737","2025-11-21 20:45:00","2025-11-21 19:45:00","8a69eb009a363b11019aa09d49ad2643","2025-11-21 21:45:00","2025-11-21 21:45:00","2Y7012","2Y7011","短过站","",,,"104",,"Y","Y","N",,,
"8a69ec969a4879bc019aa595ee0d6c34","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 20:45:00",36,"进","8a69eb009a363b11019aa0a8ee8e2737","2025-11-21 20:45:00","2025-11-21 19:45:00","8a69eb009a363b11019aa09d49ad2643","2025-11-21 21:45:00","2025-11-21 21:45:00","2Y7012","2Y7011","短过站","",,,"104",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169260824d5","dabb4bec44524048a80e6ea59871de8d","进港押运","2025-11-21","2025-11-21 23:30:00",25,"进","8a69eb009a363b11019aa0f0243e273f",,"2025-11-21 23:00:00",,,,"ZZB10C3",,"航后","押运",,,"75",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169260824d2","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 23:00:00",30,"进","8a69eb009a363b11019aa0f0243e273f",,"2025-11-21 23:00:00",,,,"ZZB10C3",,"航后","",,,"75",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169260824d3","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 23:00:00",30,"进","8a69eb009a363b11019aa0f0243e273f",,"2025-11-21 23:00:00",,,,"ZZB10C3",,"航后","",,,"75",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169260824d4","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 23:00:00",30,"进","8a69eb009a363b11019aa0f0243e273f",,"2025-11-21 23:00:00",,,,"ZZB10C3",,"航后","",,,"75",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169262425a0","3f5c6620955c46f894f986e7b539b08f","出港押运","2025-11-21","2025-11-21 07:31:00",15,"出",,,,"8a69eb009a363b11019aa0f024432740","2025-11-21 08:01:00","2025-11-21 08:01:00",,"ZZB10C3","始发","押运",,,"75",,"Y","Y","N",,,
"8a69df6f9a4879a7019a9c52e85e1f86","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-20","2025-11-20 22:58:00",36,"进","8a69eb009a363b11019a9baab9f12419","2025-11-20 22:58:00","2025-11-20 23:05:00","8a69eb009a363b11019a9baab9f023ca","2025-11-21 00:05:00","2025-11-21 00:05:00","SC4912","SC4912","短过站","","T1",,"9",,"Y","Y","N",,,
"8a69df6f9a4879a7019a9c52e85e1f87","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-20","2025-11-20 22:58:00",36,"进","8a69eb009a363b11019a9baab9f12419","2025-11-20 22:58:00","2025-11-20 23:05:00","8a69eb009a363b11019a9baab9f023ca","2025-11-21 00:05:00","2025-11-21 00:05:00","SC4912","SC4912","短过站","","T1",,"9",,"Y","Y","N",,,
"8a69df6f9a4879a7019a9c52e85e1f88","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-20","2025-11-20 22:58:00",36,"进","8a69eb009a363b11019a9baab9f12419","2025-11-20 22:58:00","2025-11-20 23:05:00","8a69eb009a363b11019a9baab9f023ca","2025-11-21 00:05:00","2025-11-21 00:05:00","SC4912","SC4912","短过站","","T1",,"9",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921680439","3f5c6620955c46f894f986e7b539b08f","出港押运","2025-11-21","2025-11-21 07:30:00",15,"出",,,,"8a69eb009a363b11019aa09d49ad2620","2025-11-21 08:00:00","2025-11-21 08:00:00",,"ZZB7310","始发","押运","T1",,"东二",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921a404e0","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-22 00:35:00",30,"进","8a69eb009a363b11019aa09d49ad2622",,"2025-11-22 00:35:00",,,,"MU5531",,"航后","","T1",,"15",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921a504e1","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-22 00:35:00",30,"进","8a69eb009a363b11019aa09d49ad2622",,"2025-11-22 00:35:00",,,,"MU5531",,"航后","","T1",,"15",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921a504e2","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-22 00:35:00",30,"进","8a69eb009a363b11019aa09d49ad2622",,"2025-11-22 00:35:00",,,,"MU5531",,"航后","","T1",,"15",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4c882d5a","f705b79efe7c49b39c7c6c3bcfda88b1","进港押运","2025-11-21","2025-11-22 01:05:00",20,"进","8a69eb009a363b11019aa09d49ad2622",,"2025-11-22 00:35:00",,,,"MU5531",,"航后","押运","T1",,"15",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921df0695","3381f4dd966c4e61958a43ca879ff682","进港卸机","2025-11-21","2025-11-21 19:35:00",36,"进","8a69eb009a363b11019aa09d49ad2623",,"2025-11-21 19:35:00","8a69eb009a363b11019aa09d49ad2624","2025-11-21 20:45:00","2025-11-21 20:45:00","CX990","CX991","短过站","","T1",,"37",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921df0696","3381f4dd966c4e61958a43ca879ff682","进港卸机","2025-11-21","2025-11-21 19:35:00",36,"进","8a69eb009a363b11019aa09d49ad2623",,"2025-11-21 19:35:00","8a69eb009a363b11019aa09d49ad2624","2025-11-21 20:45:00","2025-11-21 20:45:00","CX990","CX991","短过站","","T1",,"37",,"Y","Y","N",,,
